,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
1267,Sonata Arctica,Wolf & Raven,47,"['finnish power metal', 'lapland metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",D҉E҉S҉P҉A҉I҉R҉,0.312,0.95,8,-2.194,0,0.115,2.9e-05,0.0,0.105,0.445,169.661,0ZP7AIlXCTIfGQkqFZCkHQ,spotify:track:0ZP7AIlXCTIfGQkqFZCkHQ,https://api.spotify.com/v1/tracks/0ZP7AIlXCTIfGQkqFZCkHQ,https://api.spotify.com/v1/audio-analysis/0ZP7AIlXCTIfGQkqFZCkHQ,255573,4
1268,Vasco Brondi,Piromani,21,['italian indie pop'],D҉E҉S҉P҉A҉I҉R҉,0.247,0.753,9,-5.994,0,0.0691,0.503,0.00444,0.175,0.267,87.117,043CQS2MmBDzqX66dMeY3F,spotify:track:043CQS2MmBDzqX66dMeY3F,https://api.spotify.com/v1/tracks/043CQS2MmBDzqX66dMeY3F,https://api.spotify.com/v1/audio-analysis/043CQS2MmBDzqX66dMeY3F,229413,3
1269,Miki Matsubara,Ai wa Energy,48,['classic city pop'],ｓｈｉｂｕｙａ,0.767,0.622,7,-8.182,1,0.0607,0.44,0.0,0.0369,0.763,110.924,0MuZbj977Ud5aqmJXaBgf2,spotify:track:0MuZbj977Ud5aqmJXaBgf2,https://api.spotify.com/v1/tracks/0MuZbj977Ud5aqmJXaBgf2,https://api.spotify.com/v1/audio-analysis/0MuZbj977Ud5aqmJXaBgf2,218933,4
1270,Cottonwood Firing Squad,Teenage Suicide,42,['indie garage rock'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.675,0.239,7,-15.282,1,0.0256,0.844,3.45e-05,0.442,0.265,79.984,51bdr2NmOSHBXhAXIWeehz,spotify:track:51bdr2NmOSHBXhAXIWeehz,https://api.spotify.com/v1/tracks/51bdr2NmOSHBXhAXIWeehz,https://api.spotify.com/v1/audio-analysis/51bdr2NmOSHBXhAXIWeehz,111369,4
1271,Giorgio Canali,Mostri sotto il letto,32,"['folk rock italiano', 'italian alternative', 'italian indie pop']",17,0.441,0.572,9,-7.571,0,0.0429,0.000365,0.0,0.125,0.312,88.607,0oL81DkgPu8UsAkYOJdXFo,spotify:track:0oL81DkgPu8UsAkYOJdXFo,https://api.spotify.com/v1/tracks/0oL81DkgPu8UsAkYOJdXFo,https://api.spotify.com/v1/audio-analysis/0oL81DkgPu8UsAkYOJdXFo,241413,4
1272,Car Seat Headrest,High to Death,52,"['alternative rock', 'indie pop', 'indie rock', 'rock']",deal with reality,0.505,0.423,0,-11.324,1,0.0383,0.131,0.0215,0.103,0.171,106.251,4puSnA2hoYbFW5fim9XWwz,spotify:track:4puSnA2hoYbFW5fim9XWwz,https://api.spotify.com/v1/tracks/4puSnA2hoYbFW5fim9XWwz,https://api.spotify.com/v1/audio-analysis/4puSnA2hoYbFW5fim9XWwz,459348,4
1273,blink-182,Asthenia,49,"['pop punk', 'punk', 'rock', 'socal pop punk']",january '22,0.403,0.881,2,-7.224,1,0.108,0.158,9.86e-06,0.107,0.287,174.835,153bsdXSG7KD3Q8ShRNpNK,spotify:track:153bsdXSG7KD3Q8ShRNpNK,https://api.spotify.com/v1/tracks/153bsdXSG7KD3Q8ShRNpNK,https://api.spotify.com/v1/audio-analysis/153bsdXSG7KD3Q8ShRNpNK,259754,4
1274,of Montreal,Wraith Pinned to the Mist and Other Games,52,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'baroque pop', 'elephant 6', 'indie pop', 'indie rock', 'lo-fi', 'new rave']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.868,0.595,5,-9.904,1,0.0478,0.03,0.103,0.154,0.744,121.998,0Ensfv1iBDcsOF6xNok14N,spotify:track:0Ensfv1iBDcsOF6xNok14N,https://api.spotify.com/v1/tracks/0Ensfv1iBDcsOF6xNok14N,https://api.spotify.com/v1/audio-analysis/0Ensfv1iBDcsOF6xNok14N,255613,4
1275,The Zen Circus,Pisa merda,21,"['indie rock italiano', 'italian alternative', 'italian indie pop']",17,0.607,0.863,0,-6.662,1,0.0394,0.0717,0.00558,0.13,0.414,134.02,4BSxdsxKLAv7QQWqY80Odn,spotify:track:4BSxdsxKLAv7QQWqY80Odn,https://api.spotify.com/v1/tracks/4BSxdsxKLAv7QQWqY80Odn,https://api.spotify.com/v1/audio-analysis/4BSxdsxKLAv7QQWqY80Odn,243907,4
1276,MGMT,"Of Moons, Birds & Monsters",48,"['alternative dance', 'indietronica', 'modern rock', 'rock']",𝘔𝘖𝘖𝘕 𝘠𝘖𝘜 𝘘𝘜𝘌𝘌𝘕!!,0.598,0.899,1,-3.861,0,0.0424,0.0218,0.0137,0.0814,0.403,124.061,0w8dULoVhTuC8x8m8PKwX7,spotify:track:0w8dULoVhTuC8x8m8PKwX7,https://api.spotify.com/v1/tracks/0w8dULoVhTuC8x8m8PKwX7,https://api.spotify.com/v1/audio-analysis/0w8dULoVhTuC8x8m8PKwX7,286720,4
1277,The Church,Under the Milky Way,60,"['alternative rock', 'australian rock', 'dream pop', 'new romantic', 'new wave', 'pop rock', 'post-punk']",space cowboy,0.578,0.583,9,-13.416,0,0.0269,0.0548,0.199,0.125,0.519,135.986,1RCtHLyq1xIbgGMrYRrKJ2,spotify:track:1RCtHLyq1xIbgGMrYRrKJ2,https://api.spotify.com/v1/tracks/1RCtHLyq1xIbgGMrYRrKJ2,https://api.spotify.com/v1/audio-analysis/1RCtHLyq1xIbgGMrYRrKJ2,297600,4
1278,Brian Eno,Under Stars II - Remastered 2005,36,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism', 'singer-songwriter']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.287,0.0514,6,-27.976,0,0.0411,0.929,0.88,0.108,0.0374,65.648,1zeqghK8uQXeEbIQJna4NX,spotify:track:1zeqghK8uQXeEbIQJna4NX,https://api.spotify.com/v1/tracks/1zeqghK8uQXeEbIQJna4NX,https://api.spotify.com/v1/audio-analysis/1zeqghK8uQXeEbIQJna4NX,202773,3
1279,Fast Animals and Slow Kids,Radio Radio,25,"['italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.506,0.862,4,-5.555,1,0.0408,0.000212,0.000256,0.0759,0.297,95.001,0kDaLDPnqaDlXic2gDTn35,spotify:track:0kDaLDPnqaDlXic2gDTn35,https://api.spotify.com/v1/tracks/0kDaLDPnqaDlXic2gDTn35,https://api.spotify.com/v1/audio-analysis/0kDaLDPnqaDlXic2gDTn35,231400,3
1280,my bloody valentine,only shallow,53,"['alternative rock', 'dream pop', 'noise pop', 'rock', 'shoegaze']",october '22,0.14,0.641,0,-10.435,1,0.0422,0.000243,0.837,0.108,0.352,170.207,1KKuoYESWoUGsau6YYoEMl,spotify:track:1KKuoYESWoUGsau6YYoEMl,https://api.spotify.com/v1/tracks/1KKuoYESWoUGsau6YYoEMl,https://api.spotify.com/v1/audio-analysis/1KKuoYESWoUGsau6YYoEMl,256573,4
1281,Massimo Pericolo,7 miliardi,54,"['italian hip hop', 'trap metal italiana']",𝔾𝔸𝕊,0.307,0.74,1,-4.089,1,0.14,0.0324,0.000678,0.486,0.362,142.92,67vjEOTkBppbVLUUq5mEJz,spotify:track:67vjEOTkBppbVLUUq5mEJz,https://api.spotify.com/v1/tracks/67vjEOTkBppbVLUUq5mEJz,https://api.spotify.com/v1/audio-analysis/67vjEOTkBppbVLUUq5mEJz,167090,3
1282,PUP,Dark Days,49,"['alternative emo', 'bubblegrunge', 'canadian indie', 'canadian pop punk', 'canadian punk', 'emo', 'indie punk', 'toronto indie']",mancu i cani,0.61,0.958,1,-3.992,1,0.0536,0.00127,6.53e-05,0.033,0.69,117.446,3n9OSZJVE5U8lBhgMc75Od,spotify:track:3n9OSZJVE5U8lBhgMc75Od,https://api.spotify.com/v1/tracks/3n9OSZJVE5U8lBhgMc75Od,https://api.spotify.com/v1/audio-analysis/3n9OSZJVE5U8lBhgMc75Od,206787,4
1283,Flying Lotus,Black Balloons Reprise,50,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.647,0.72,5,-6.104,0,0.14,0.0945,0.0,0.121,0.134,88.061,2csZLnXBMuw6ETZuRxdUZF,spotify:track:2csZLnXBMuw6ETZuRxdUZF,https://api.spotify.com/v1/tracks/2csZLnXBMuw6ETZuRxdUZF,https://api.spotify.com/v1/audio-analysis/2csZLnXBMuw6ETZuRxdUZF,161972,4
1284,Jeff Buckley,Grace,59,"['art rock', 'melancholia', 'permanent wave', 'rock', 'singer-songwriter']",september '21,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,64SIlhd3BaHCCMSfajXG7l,spotify:track:64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/tracks/64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/audio-analysis/64SIlhd3BaHCCMSfajXG7l,322040,4
1285,Fast Animals and Slow Kids,11 Giugno,15,"['italian alternative', 'italian indie pop']",ʷʰʸ ᵃʳᵉ ᵐᵒⁿᵗʰˢ ˢᵒ ᶜᵒᵐᵐᵒⁿ ⁱⁿ ˢᵒⁿᵍ ᵗⁱᵗˡᵉˢ ˡᵐᵃᵒ,0.317,0.65,2,-6.394,1,0.0455,0.314,0.0488,0.123,0.0402,125.072,2oOMVnTjSLaknKQDqxdh0I,spotify:track:2oOMVnTjSLaknKQDqxdh0I,https://api.spotify.com/v1/tracks/2oOMVnTjSLaknKQDqxdh0I,https://api.spotify.com/v1/audio-analysis/2oOMVnTjSLaknKQDqxdh0I,312120,4
1286,Fine Before You Came,Capire settembre,33,"['indie rock italiano', 'italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore', 'milan indie']",D҉E҉S҉P҉A҉I҉R҉,0.338,0.663,5,-6.077,1,0.0288,0.0395,0.000181,0.156,0.0676,80.556,0wvzyQ7HcNz6ISipO3kNxm,spotify:track:0wvzyQ7HcNz6ISipO3kNxm,https://api.spotify.com/v1/tracks/0wvzyQ7HcNz6ISipO3kNxm,https://api.spotify.com/v1/audio-analysis/0wvzyQ7HcNz6ISipO3kNxm,239133,4
1287,Daniel Johnston,True Love Will Find You in the End,52,"['alternative rock', 'anti-folk', 'indie rock', 'lo-fi', 'melancholia', 'outsider', 'singer-songwriter']",march '22,0.551,0.174,10,-12.116,0,0.0358,0.948,1.05e-05,0.107,0.135,118.656,6fEjOPaZoxQl3oha9GDJAN,spotify:track:6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/tracks/6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/audio-analysis/6fEjOPaZoxQl3oha9GDJAN,111171,4
1288,Prozac+,Acida,52,['italian pop punk'],𝔾𝔸𝕊,0.488,0.914,9,-7.531,0,0.0539,0.000194,0.00231,0.0712,0.55,174.396,00NIByhDqGWbptOjm0dU4f,spotify:track:00NIByhDqGWbptOjm0dU4f,https://api.spotify.com/v1/tracks/00NIByhDqGWbptOjm0dU4f,https://api.spotify.com/v1/audio-analysis/00NIByhDqGWbptOjm0dU4f,157467,4
1289,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,63,"['alternative rock', 'madchester', 'new wave', 'post-punk', 'pub rock', 'punk']",disco sadness,0.266,0.831,4,-9.07,1,0.0453,0.000862,0.0,0.0555,0.778,175.514,5YUJMvTg4AWHKjqQidTsGK,spotify:track:5YUJMvTg4AWHKjqQidTsGK,https://api.spotify.com/v1/tracks/5YUJMvTg4AWHKjqQidTsGK,https://api.spotify.com/v1/audio-analysis/5YUJMvTg4AWHKjqQidTsGK,163693,4
1290,The Hollies,The Air That I Breathe - 2008 Remaster,65,"['album rock', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,6yLIqXX9edg1x0HZS7cZEv,spotify:track:6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/tracks/6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/audio-analysis/6yLIqXX9edg1x0HZS7cZEv,257107,4
1291,Orange Juice,Rip It Up,53,"['alternative rock', 'art rock', 'c86', 'new wave', 'new wave pop', 'post-punk', 'scottish new wave', 'scottish rock', 'uk post-punk']",disco sadness,0.881,0.546,7,-9.357,1,0.0407,0.0532,0.000158,0.0497,0.852,102.813,7y4CtoXHFbs8VgcqbaYb9P,spotify:track:7y4CtoXHFbs8VgcqbaYb9P,https://api.spotify.com/v1/tracks/7y4CtoXHFbs8VgcqbaYb9P,https://api.spotify.com/v1/audio-analysis/7y4CtoXHFbs8VgcqbaYb9P,320413,4
1292,Scarlxrd,Chain$Aw,48,"['dark trap', 'scream rap', 'underground hip hop']",𝔾𝔸𝕊,0.717,0.925,0,-4.246,1,0.311,0.244,0.0,0.287,0.412,137.989,3STThGLjuFSaoseZvWupmx,spotify:track:3STThGLjuFSaoseZvWupmx,https://api.spotify.com/v1/tracks/3STThGLjuFSaoseZvWupmx,https://api.spotify.com/v1/audio-analysis/3STThGLjuFSaoseZvWupmx,212245,4
1293,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,63,"['alternative rock', 'madchester', 'new wave', 'post-punk', 'pub rock', 'punk']",london calling,0.266,0.831,4,-9.07,1,0.0453,0.000862,0.0,0.0555,0.778,175.514,5YUJMvTg4AWHKjqQidTsGK,spotify:track:5YUJMvTg4AWHKjqQidTsGK,https://api.spotify.com/v1/tracks/5YUJMvTg4AWHKjqQidTsGK,https://api.spotify.com/v1/audio-analysis/5YUJMvTg4AWHKjqQidTsGK,163693,4
1294,Colapesce,Musica leggerissima,60,"['indie siciliano', 'italian alternative', 'italian indie pop']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.676,0.792,2,-4.1,0,0.0265,0.012,0.0,0.262,0.674,119.98,4LAWJfQbfeMrlX0ShqhC2a,spotify:track:4LAWJfQbfeMrlX0ShqhC2a,https://api.spotify.com/v1/tracks/4LAWJfQbfeMrlX0ShqhC2a,https://api.spotify.com/v1/audio-analysis/4LAWJfQbfeMrlX0ShqhC2a,236720,4
1295,The Zen Circus,Andrà tutto bene,20,"['indie rock italiano', 'italian alternative', 'italian indie pop']",17,0.53,0.708,0,-9.935,1,0.0492,0.688,0.147,0.1,0.154,122.036,5gASCWiLydrK7UbsGcUs4x,spotify:track:5gASCWiLydrK7UbsGcUs4x,https://api.spotify.com/v1/tracks/5gASCWiLydrK7UbsGcUs4x,https://api.spotify.com/v1/audio-analysis/5gASCWiLydrK7UbsGcUs4x,627453,4
1296,Purple Disco Machine,Body Funk,49,"['deep house', 'house', 'tropical house']",EᒪEᑕTᖇOᑎIᑕ ᖴᑌᑎᖴᗩIᖇ,0.84,0.876,7,-6.327,1,0.045,0.0019,0.284,0.0517,0.772,121.999,2Qw4nXX0eCRLRIX8BT19p2,spotify:track:2Qw4nXX0eCRLRIX8BT19p2,https://api.spotify.com/v1/tracks/2Qw4nXX0eCRLRIX8BT19p2,https://api.spotify.com/v1/audio-analysis/2Qw4nXX0eCRLRIX8BT19p2,256733,4
1297,Radiohead,Paranoid Android,69,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",march '22,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213,4
1298,Blank Banshee,Teen Pregnancy,47,['vaporwave'],EᒪEᑕTᖇOᑎIᑕ ᖴᑌᑎᖴᗩIᖇ,0.75,0.984,7,-4.933,0,0.078,0.295,0.373,0.163,0.767,111.002,4Jgdb4akerysh6y9SJVSF0,spotify:track:4Jgdb4akerysh6y9SJVSF0,https://api.spotify.com/v1/tracks/4Jgdb4akerysh6y9SJVSF0,https://api.spotify.com/v1/audio-analysis/4Jgdb4akerysh6y9SJVSF0,177297,4
1299,Tech N9ne,"Worldwide Choppers (feat. Ceza, JL B.Hood, Uso, Yelawolf, Twista, Busta Rhymes, D-Loc and Twisted Insane)",42,"['hip hop', 'kansas city hip hop', 'pop rap']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.742,0.849,1,-4.514,1,0.0871,0.00265,0.0,0.366,0.352,130.041,4NFBL3eUZGhGwss3Anegn9,spotify:track:4NFBL3eUZGhGwss3Anegn9,https://api.spotify.com/v1/tracks/4NFBL3eUZGhGwss3Anegn9,https://api.spotify.com/v1/audio-analysis/4NFBL3eUZGhGwss3Anegn9,326427,4
1300,Germanò,Matteo non c'è,14,"['italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.716,0.597,7,-6.71,0,0.0419,0.0179,0.000113,0.06,0.893,118.006,3ljPvDnso30ukCB2uTl15I,spotify:track:3ljPvDnso30ukCB2uTl15I,https://api.spotify.com/v1/tracks/3ljPvDnso30ukCB2uTl15I,https://api.spotify.com/v1/audio-analysis/3ljPvDnso30ukCB2uTl15I,206269,4
1301,Verdena,Dialobik,36,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.536,0.732,4,-6.737,0,0.0343,0.000632,0.553,0.266,0.312,118.971,2rbqcBobcGfKPvHYOBHGdy,spotify:track:2rbqcBobcGfKPvHYOBHGdy,https://api.spotify.com/v1/tracks/2rbqcBobcGfKPvHYOBHGdy,https://api.spotify.com/v1/audio-analysis/2rbqcBobcGfKPvHYOBHGdy,254253,4
1302,A Tribe Called Quest,Check the Rhime,64,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",hip h໐p ¢นlt,0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,4HfxDJ0uLHTLe0fZrx0MbQ,spotify:track:4HfxDJ0uLHTLe0fZrx0MbQ,https://api.spotify.com/v1/tracks/4HfxDJ0uLHTLe0fZrx0MbQ,https://api.spotify.com/v1/audio-analysis/4HfxDJ0uLHTLe0fZrx0MbQ,216693,4
1303,Fast Animals and Slow Kids,A cosa ci serve,28,"['italian alternative', 'italian indie pop']",17,0.437,0.984,4,-5.153,1,0.0885,0.00533,1.56e-06,0.177,0.131,159.992,4t6pPSUSIa8LJ7coTLTs5G,spotify:track:4t6pPSUSIa8LJ7coTLTs5G,https://api.spotify.com/v1/tracks/4t6pPSUSIa8LJ7coTLTs5G,https://api.spotify.com/v1/audio-analysis/4t6pPSUSIa8LJ7coTLTs5G,264640,4
1304,Generic Animal,Hinterland,10,"['emo rap italiano', 'indie rock italiano', 'italian indie pop', 'milan indie', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.879,0.496,6,-7.099,1,0.0373,0.451,3.32e-06,0.263,0.566,95.002,3TgvNKwSuIilarXWGo7uL1,spotify:track:3TgvNKwSuIilarXWGo7uL1,https://api.spotify.com/v1/tracks/3TgvNKwSuIilarXWGo7uL1,https://api.spotify.com/v1/audio-analysis/3TgvNKwSuIilarXWGo7uL1,164093,3
1305,Spiritualized,Ladies and Gentlemen We Are Floating in Space,54,"['alternative rock', 'art pop', 'art rock', 'britpop', 'noise pop', 'shoegaze', 'singer-songwriter', 'spacegrunge']",space cowboy,0.376,0.41,2,-11.452,1,0.034,0.753,0.000543,0.234,0.171,100.031,0fOjUafaAhJV16oRBgCtz7,spotify:track:0fOjUafaAhJV16oRBgCtz7,https://api.spotify.com/v1/tracks/0fOjUafaAhJV16oRBgCtz7,https://api.spotify.com/v1/audio-analysis/0fOjUafaAhJV16oRBgCtz7,234053,3
1306,Franco Battiato,Radio Varsavia - Remastered,42,"['classic italian pop', 'experimental', 'italian adult pop']",mancu i cani,0.545,0.545,11,-8.957,1,0.0396,0.47,9.16e-05,0.106,0.404,163.753,3lrWDf4tx6MgqXCFfw5mYx,spotify:track:3lrWDf4tx6MgqXCFfw5mYx,https://api.spotify.com/v1/tracks/3lrWDf4tx6MgqXCFfw5mYx,https://api.spotify.com/v1/audio-analysis/3lrWDf4tx6MgqXCFfw5mYx,253027,4
1307,King Crimson,"Moonchild - Including ""The Dream"" and ""The Illusion""",46,"['album rock', 'art rock', 'classic rock', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock', 'zolo']",𝘔𝘖𝘖𝘕 𝘠𝘖𝘜 𝘘𝘜𝘌𝘌𝘕!!,0.362,0.0373,9,-26.157,0,0.0529,0.869,0.451,0.106,0.0427,77.479,32GKpDMBMNQI3FdXlFFsMD,spotify:track:32GKpDMBMNQI3FdXlFFsMD,https://api.spotify.com/v1/tracks/32GKpDMBMNQI3FdXlFFsMD,https://api.spotify.com/v1/audio-analysis/32GKpDMBMNQI3FdXlFFsMD,732807,4
1308,Protest The Hero,Palms Read,32,"['canadian metal', 'canadian post-hardcore', 'djent', 'melodic metalcore', 'progressive post-hardcore']",D҉E҉S҉P҉A҉I҉R҉,0.26,0.961,11,-6.079,1,0.226,6.85e-05,0.0257,0.549,0.155,162.239,4zjAPCy5aUu5K2OwvyWcjj,spotify:track:4zjAPCy5aUu5K2OwvyWcjj,https://api.spotify.com/v1/tracks/4zjAPCy5aUu5K2OwvyWcjj,https://api.spotify.com/v1/audio-analysis/4zjAPCy5aUu5K2OwvyWcjj,306560,4
1309,Le Endrigo,Non son capace,7,"['indie rock italiano', 'italian indie pop', 'italian post-hardcore']",endrigo,0.453,0.312,2,-6.05,1,0.042,0.828,0.0,0.105,0.495,145.044,2ZvwwUKusj6Yqg3tppRdXd,spotify:track:2ZvwwUKusj6Yqg3tppRdXd,https://api.spotify.com/v1/tracks/2ZvwwUKusj6Yqg3tppRdXd,https://api.spotify.com/v1/audio-analysis/2ZvwwUKusj6Yqg3tppRdXd,146573,3
1310,Tauro Boys,Non mi uccidere,23,"['hyperpop italiano', 'italian hip hop', 'italian indie pop']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.698,0.54,1,-7.903,0,0.296,0.288,0.0566,0.107,0.347,135.009,4h62WfJbE4BPE6G6wfBZeb,spotify:track:4h62WfJbE4BPE6G6wfBZeb,https://api.spotify.com/v1/tracks/4h62WfJbE4BPE6G6wfBZeb,https://api.spotify.com/v1/audio-analysis/4h62WfJbE4BPE6G6wfBZeb,202667,4
1311,Drone126,"CXXVI (feat. Ketama126, Pretty Solero, Ugo Borghetti, Asp126 & Franco126)",27,"['italian hip hop', 'trap italiana']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.784,0.668,7,-6.564,1,0.313,0.0171,0.0,0.159,0.648,75.497,2UZirqJVvlQ64nG8vKU3GO,spotify:track:2UZirqJVvlQ64nG8vKU3GO,https://api.spotify.com/v1/tracks/2UZirqJVvlQ64nG8vKU3GO,https://api.spotify.com/v1/audio-analysis/2UZirqJVvlQ64nG8vKU3GO,192453,4
1312,Frank Sinatra,Fly Me To The Moon,65,"['adult standards', 'easy listening', 'lounge']",𝘔𝘖𝘖𝘕 𝘠𝘖𝘜 𝘘𝘜𝘌𝘌𝘕!!,0.591,0.298,4,-12.269,0,0.06,0.549,2.22e-06,0.0797,0.372,119.954,7FXj7Qg3YorUxdrzvrcY25,spotify:track:7FXj7Qg3YorUxdrzvrcY25,https://api.spotify.com/v1/tracks/7FXj7Qg3YorUxdrzvrcY25,https://api.spotify.com/v1/audio-analysis/7FXj7Qg3YorUxdrzvrcY25,147520,4
1313,Tommy Toxxic,Rambo,15,"['emo rap italiano', 'trap italiana']",𝔾𝔸𝕊,0.508,0.877,8,-5.755,1,0.3,0.0788,2.4e-06,0.231,0.68,159.933,6sp7j4TrVdBXq5yGWyQaH1,spotify:track:6sp7j4TrVdBXq5yGWyQaH1,https://api.spotify.com/v1/tracks/6sp7j4TrVdBXq5yGWyQaH1,https://api.spotify.com/v1/audio-analysis/6sp7j4TrVdBXq5yGWyQaH1,193742,4
1314,Fabrizio De André,Preghiera in Gennaio,44,"[""canzone d'autore"", 'canzone genovese', 'classic italian pop', 'folk rock italiano', 'italian adult pop', 'musica sarda']",ʷʰʸ ᵃʳᵉ ᵐᵒⁿᵗʰˢ ˢᵒ ᶜᵒᵐᵐᵒⁿ ⁱⁿ ˢᵒⁿᵍ ᵗⁱᵗˡᵉˢ ˡᵐᵃᵒ,0.452,0.201,9,-14.264,0,0.0698,0.965,0.0267,0.0942,0.402,71.967,1Hd9I5eGPhOzc4M6C0pgME,spotify:track:1Hd9I5eGPhOzc4M6C0pgME,https://api.spotify.com/v1/tracks/1Hd9I5eGPhOzc4M6C0pgME,https://api.spotify.com/v1/audio-analysis/1Hd9I5eGPhOzc4M6C0pgME,211267,4
1315,AJJ,Brave as a Noun,59,"['acoustic punk', 'anti-folk', 'folk punk', 'indie pop']",july '22,0.492,0.611,0,-6.438,1,0.102,0.193,0.0,0.691,0.933,182.529,6bfPo8Ge3VoD4dEGSDs0R9,spotify:track:6bfPo8Ge3VoD4dEGSDs0R9,https://api.spotify.com/v1/tracks/6bfPo8Ge3VoD4dEGSDs0R9,https://api.spotify.com/v1/audio-analysis/6bfPo8Ge3VoD4dEGSDs0R9,74960,4
1316,２８１４,恢复,51,"['cyberpunk', 'dreampunk', 'hardvapour', 'slushwave', 'vaporwave']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.315,0.395,5,-14.646,0,0.0677,0.918,0.916,0.211,0.052,87.847,2dFUtZtpWydAU4QMmUOK47,spotify:track:2dFUtZtpWydAU4QMmUOK47,https://api.spotify.com/v1/tracks/2dFUtZtpWydAU4QMmUOK47,https://api.spotify.com/v1/audio-analysis/2dFUtZtpWydAU4QMmUOK47,351200,4
1317,BAYONETTA,One Of A Kind,31,['japanese vgm'],u fucking nerd,0.262,0.507,1,-7.599,0,0.0305,0.385,0.0537,0.157,0.0608,87.547,3BkDocUvTtQQgeOUv4C8YM,spotify:track:3BkDocUvTtQQgeOUv4C8YM,https://api.spotify.com/v1/tracks/3BkDocUvTtQQgeOUv4C8YM,https://api.spotify.com/v1/audio-analysis/3BkDocUvTtQQgeOUv4C8YM,299880,4
1318,Jul,Sousou,54,"['francoton', 'rap marseille']",𝔾𝔸𝕊,0.876,0.859,6,-5.288,0,0.0512,0.43,0.0,0.108,0.668,124.952,3dyoo6UNb2VlMTISBqrDb1,spotify:track:3dyoo6UNb2VlMTISBqrDb1,https://api.spotify.com/v1/tracks/3dyoo6UNb2VlMTISBqrDb1,https://api.spotify.com/v1/audio-analysis/3dyoo6UNb2VlMTISBqrDb1,237520,4
